author,title,date,station,url,mp3_url,story_id
Паоло Бачигалупи,Народ песка и шлаков,2007-01-15,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1220&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_paolo_bacigalupi_-_the_people_of_sand_and_slag.mp3,1220
Терри Биссон,Честное скаутское,2007-01-15,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1219&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_terry_bisson_-_scout_s_honor.mp3,1219
Дэвид Моулз,Третья сторона,2007-01-18,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1221&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_david_moles_-_the_third_party.mp3,1221
Анхелика Городишер,Фиолетовые пятна,2007-01-22,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1222&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/668-Anhelika_Gorodisher-Fioletovye_pyatna.mp3,1222
Владимир Березин,Хирург Кирякин,2007-01-25,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1225&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/671-Vladimir_Berezin-Hirurg_Kiryakin.mp3,1225
Андрей Хаас,Корпорация счастья: История российского рейва [избранные фрагменты],2006-12-07,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1204&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_andrey_haas_corporatsiya_schastya_istoriya_rossiyskogo_rava_izbrannie_fragmenty.mp3,1204
Терри Биссон,На Краю Вселенной,2006-12-11,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1205&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_terry_bisson_na_krayu_vselennoy.mp3,1205
Дэниэл Абрахам,Плач Левиафана,2006-12-14,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1207&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_daniel_abraham_leviathan_wept.mp3,1207
Уильям Сандерс,Ситка,2006-12-14,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1206&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_william_sanders_sitka.mp3,1206
Аллен Стил,...Куда мудрец боится и ступить (Часть 1),2006-12-18,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1208&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_allen_mulherrin_steele_jr_-_..._where_angels_fear_to_tread_part_1.mp3,1208
Аллен Стил,...Куда мудрец боится и ступить (Часть 2),2006-12-21,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1209&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_allen_mulherrin_steele_jr_-_..._where_angels_fear_to_tread_part_2.mp3,1209
Кейдж Бейкер,"Добро пожаловать на Олимп, мистер Херст (Часть 1)",2006-12-25,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1210&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_kage_baker_-_welcome_to_olympus_mr_hearst_part_1.mp3,1210
Кейдж Бейкер,"Добро пожаловать на Олимп, мистер Херст (Часть 2)",2006-12-28,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1211&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_kage_baker_-_welcome_to_olympus_mr_hearst_part_2.mp3,1211
Питер Дикинсон,Песня детей моря,2007-01-01,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1214&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_peter_dickenson_-_mermaid_song.mp3,1214
Стивен Галагер,Поющая куколка,2007-01-01,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1213&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_stephen_gallagher_-_little_dead_girl_singing.mp3,1213
Нарсисо Ибаньес Серрадор,Высокая миссия,2007-01-01,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1212&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_narciso_esteban_ramon_ibanez_serrador_-_la_mision.mp3,1212
Джеймс Л. Камбиас,Океан слепцов,2006-11-06,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1189&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.11.06/2006.11.06.1._Dzheims_L._Kambias._Okean_sleptcov.mp3,1189
Клиффорд Саймак,Денежное дерево,2006-11-09,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1191&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.11.09/2006.11.09.1._Klifford_Saimak._Denezhnoe_derevo.mp3,1191
Альфред Ван Вогт,Буколика,2006-11-13,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1193&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_alfred_van_vogt_bukolika.mp3,1193
Альфред Ван Вогт,Сверхчеловек,2006-11-13,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1192&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_alfred_van_vogt_sverhchelovek.mp3,1192
Джон Варли,Звонарь,2006-11-16,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1194&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_john_varley_zvonar.mp3,1194
Орсон Скотт Кард,Обычная женщина,2006-11-20,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1196&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_orson_scott_card_obichnaya_zhenshina.mp3,1196
Орсон Скотт Кард,Проклятие Бессмертия,2006-11-20,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1195&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_orson_scott_card_prokliatie_bessmertiya.mp3,1195
М Джон Гаррисон,Туризм,2006-11-23,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1198&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_m_john_harrison_tourism.mp3,1198
Чарльз Стросс,Бродячая ферма,2006-11-23,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1197&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_charles_stross_brodyachaya_ferma.mp3,1197
Хосе Мигель Санчес Гомес,Этот день,2006-11-27,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1200&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_jose_miguel_sanchez_gomez_etot_den.mp3,1200
Ким Ньюман,Великая Западная,2006-11-27,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1199&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_kim_newman_velikaya_zapadnaya.mp3,1199
Маргарет Сент-Клер,Другая жизнь,2006-11-30,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1202&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_margaret_st_clair_drugaya_zhizn.mp3,1202
Джордж Мартин,Лечение мартышками,2006-11-30,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1201&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_george_r_r_martin_lechenie_martyshkami.mp3,1201
Роберт Рид,Драконы из Летнего ущелья,2006-12-04,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1203&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_robert_david_reed_the_dragons_of_summer_gulch.mp3,1203
Роберт Шекли,Поединок разумов,2006-10-09,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1178&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.10.09/624._Robert_Shekli._Poedinok_razumov.mp3,1178
Клиффорд Саймак,"Поколение, достигшее цели",2006-10-12,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1179&filter=0&article=0&posits=450&sortby=20&search=,"http://mds.kallisto.ru/mcleo/2006.10.12/625._Kliford_Saimak._Pokolenie,_dostigshee_celi.mp3",1179
Жерар Клейн,Развилка во времени,2006-10-16,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1180&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.10.16/2006.10.16.1._Zherar_Klein._Razvilka_vo_vremeni.mp3,1180
Пьер Буль,Бесконечная ночь,2006-10-19,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1181&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.10.19/2006.10.19.1._Pier_Bul._Beskonechnaya_noch.mp3,1181
А.Лентини,Дерево,2006-10-23,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1183&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.10.23/2006.10.23.2._A._Lentini._Derevo.mp3,1183
Дэймон Найт,Творение Прекрасного,2006-10-23,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1182&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.10.23/2006.10.23.1._Deimon_Nait._Tvorenie_Prekasnogo.mp3,1182
Кейт Койа,Поездка,2006-10-26,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1185&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.10.26/2006.10.26.2._Keit_Koiya._Poezdka.mp3,1185
Брайан Ходж,Осиное гнездо,2006-10-26,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1184&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.10.26/2006.10.26.1._Braian_Hodzh._Osinoe_gnezdo.mp3,1184
Брендан Дюбуа,Падающая Звезда,2006-10-30,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1187&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.10.30/2006.10.30.3._Brendan_Dybua._Padauschaya_zvezda.mp3,1187
Говард Уолдроп,Позвать по имени,2006-10-30,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1186&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.10.30/2006.10.30.1._Govard_Woldrop._Pozvat_po_imeni.mp3,1186
Кристофер Роуи,Штат добровольцев,2006-11-02,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1188&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.11.02/2006.11.02.1._Kristofer_Roui._Shtat_dobrovolcev.mp3,1188
Пол Мелко,Триединство,2006-11-06,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1190&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.11.06/2006.11.06.2._Pol_Melko._Triedinstvo.mp3,1190
Леонид Каганов,Эпос Хищника,2006-08-31,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1168&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/roygbiv/records/mp3/618_Leonid_Kaganov_-_Epos_hischnika.mp3,1168
Роберт Шекли,Мнемон,2006-10-02,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1176&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_robert_sheckley_-_mnemone.mp3,1176
Орсон Скотт Кард,Человек с ухмылкой на лице (Цикл Альвин Созидатель),2006-10-02,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1175&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_orson_skott_kard_-_chelovek_s_uhmilkoy_na_lice.mp3,1175
Нил Гейман,Мистерии убийства,2006-10-05,NRJ,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1177&filter=0&article=0&posits=450&sortby=20&search=,http://mds.kallisto.ru/letande/m-p_nil_gejmen_mysteria_ubiystva.mp3,1177
Айзек Азимов,Движущая сила,2006-08-21,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1161&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.08.21/611._Isaak_Asimov._Dvizhuschaya_sila.mp3,1161
Кордвейнер Смит,Игра с крысодраконом,2006-08-21,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1160&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.08.21/610._Cordwainer_Smith._Igra_s_krysodrakonom.mp3,1160
Финн О'Донневан (Р.Шекли),"Пушка, которая не бабахает",2006-08-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1165&filter=0&article=0&posits=500&sortby=20&search=,"http://mds.kallisto.ru/mcleo/2006.08.25/615._Finn_O_Donnevan._Pushka,_kotoraya_ne_babahaet.mp3",1165
Джон Браннер,Заключение о состоянии лунной поверхности,2006-08-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1164&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.08.25/614._John_Brunner._Zaklyuchenie_o_sostoyanii_lunnoi_poverhnosti.mp3,1164
Роберт Хайнлайн,Наш прекрасный город,2006-08-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1163&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/roygbiv/records/mp3/613_Robert_Heinleind_-_Nash_prekrasnyj_gorod.mp3,1163
Роберт Шекли,Индетерминированный ключ,2006-08-28,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1167&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/617-Robert_Shekli-Indeterminirovannyj_kljuch.mp3,1167
Роберт Рид,Во мраке времени,2006-08-28,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1166&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/616-Robert_Rid-Vo_mrake_vremeni.mp3,1166
Леонид Каганов,Тридцать пять,2006-08-31,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1170&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/kallisto/2006-08-31-3-Leonid_Kaganov-Tridcat_pyat.mp3,1170
Леонид Каганов,Сирусянка,2006-08-31,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1169&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/kallisto/2006-08-31-2-Leonid_Kaganov-Sirusyanka.mp3,1169
Гарри Гаррисон,К-фактор,2006-07-20,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1146&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/596-Garri_Garrison-K_faktor.mp3,1146
Сергей Вольнов,Желанная,2006-07-24,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1148&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/letande/Sergei_Volnov-Zhelannaya.mp3,1148
Пол Левинсон,Дело о Менделевской лампе,2006-07-27,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1149&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/letande/Pol_Levenson-Delo_o_Mendelevskoy_lampe.mp3,1149
Йен Уотсон,Голос деревянного моря (Часть 1),2006-07-31,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1150&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/600-Ien_Uotson-01_02-Golos_derevjannogo_morja.mp3,1150
Виктор Пелевин,Музыка со столба,2006-08-03,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1152&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/602-Viktor_Pelevin-Muzyka_so_stolba.mp3,1152
Йен Уотсон,Голос деревянного моря (Часть 2),2006-08-03,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1151&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/601-Ien_Uotson-02_02-Golos_derevjannogo_morja.mp3,1151
Леонид Каганов,Флешмоб-террор,2006-08-07,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1153&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/603-Leonid_Kaganov-Fleshmob-terror.mp3,1153
Орсон Скотт Кард,Упражнение на дыхание,2006-08-10,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1155&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.08.10/605-Orson_Scott_Kard._Uprazhnenie_na_dyhanie.mp3,1155
Орсон Скотт Кард,"Тот, кто ходит по пятам",2006-08-10,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1154&filter=0&article=0&posits=500&sortby=20&search=,"http://mds.kallisto.ru/mcleo/2006.08.10/604-Orson_Scott_Kard._Tot,_kto_hodit_po_pyatam.mp3",1154
Джордж Мартин,Крепость,2006-08-14,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1157&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.08.14/607-Djordj_Martin._Krepost'.mp3,1157
Джордж Мартин,Второй вид одиночества,2006-08-14,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1156&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.08.14/606-Djordj_Martin._Vtoroi_vid_odinochestva.mp3,1156
Лоуренс Уотт-Эванс,Старые солдаты,2006-08-17,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1159&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.08.17/609._Lourence_Watt-Evans._Starye_soldaty.mp3,1159
Аллен Стил,Благославенная земля,2006-08-17,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1158&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.08.17/608._Allen_Steel._Blagoslavlennaya_zemlya.mp3,1158
У. (Уильям) Эрлс,Транспортная проблема,2006-08-21,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1162&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/mcleo/2006.08.21/612._William_Erls._Transportnaya_problema.mp3,1162
Джордж Мартин,Каменный город,2006-06-26,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=1133&filter=0&article=0&posits=500&sortby=20&search=,http://mds.kallisto.ru/roygbiv/records/mp3/583_George_R.R.Martin_-_Kamennyj_gorod.mp3,1133
